Date,Open,High,Low,Close,Adj Close,Volume
2018-09-04,42.500000,44.250000,42.200001,42.450001,42.450001,32229500
2018-09-05,42.950001,44.700001,42.500000,42.900002,42.900002,33563400
2018-09-06,43.000000,46.200001,42.700001,44.849998,44.849998,43379400
2018-09-07,46.250000,47.099998,44.700001,46.049999,46.049999,39179100
2018-09-10,44.650002,44.900002,43.599998,44.099998,44.099998,24092900
2018-09-11,44.849998,45.299999,42.000000,42.049999,42.049999,29799200
2018-09-12,41.900002,42.299999,40.900002,41.299999,41.299999,29967700
2018-09-13,40.000000,40.099998,39.400002,39.450001,39.450001,29633900
2018-09-14,39.299999,39.799999,38.200001,38.299999,38.299999,28135700
2018-09-17,38.250000,40.150002,38.000000,39.950001,39.950001,27380400
2018-09-18,39.540001,39.860001,38.509998,39.799999,39.799999,13382000
2018-09-19,38.020000,38.060001,37.150002,37.630001,37.630001,13404900
2018-09-20,36.820000,37.080002,36.270000,36.759998,36.759998,13519700
2018-09-21,36.700001,37.009998,35.980000,36.840000,36.840000,10662600
2018-09-24,37.119999,38.240002,36.660000,36.820000,36.820000,13034800
2018-09-25,36.049999,37.529999,35.889999,37.290001,37.290001,9418900
2018-09-26,36.639999,38.349998,36.060001,37.900002,37.900002,12725800
2018-09-27,37.169998,37.330002,36.450001,36.810001,36.810001,10141600
2018-09-28,37.500000,37.750000,36.740002,36.799999,36.799999,11519800
2018-10-01,35.320000,36.869999,35.040001,36.119999,36.119999,10797200
2018-10-02,36.259998,36.750000,35.580002,36.230000,36.230000,10587000
2018-10-03,35.540001,36.490002,35.389999,35.720001,35.720001,10113800
2018-10-04,36.730000,41.200001,36.680000,39.040001,39.040001,26094000
2018-10-05,38.299999,43.590000,37.389999,40.290001,40.290001,36487100
2018-10-08,41.880001,44.880001,40.500000,40.849998,40.849998,18323500
2018-10-09,42.400002,43.380001,40.230000,41.950001,41.950001,15601000
2018-10-10,43.049999,52.560001,43.020000,52.310001,52.310001,28001500
2018-10-11,51.220001,62.880001,49.160000,59.099998,59.099998,34308900
2018-10-12,50.970001,60.189999,50.750000,52.220001,52.220001,20178000
2018-10-15,54.299999,56.150002,51.470001,53.439999,53.439999,10698100
2018-10-16,50.799999,51.790001,47.500000,47.869999,47.869999,11758000
2018-10-17,47.639999,52.759998,47.639999,48.730000,48.730000,11350400
2018-10-18,49.580002,56.099998,49.480000,53.490002,53.490002,17703400
