Date,Open,High,Low,Close,Adj Close,Volume
2018-09-04,92.070000,92.540001,91.760002,91.959999,89.716774,1992100
2018-09-05,90.480003,91.129997,90.129997,90.900002,88.682632,1916000
2018-09-06,90.519997,90.809998,89.930000,90.230003,88.028976,1895200
2018-09-07,88.849998,90.470001,88.489998,89.739998,87.550934,4147600
2018-09-10,90.000000,90.389999,89.519997,89.879997,87.687508,1427600
2018-09-11,88.570000,89.120003,87.900002,88.019997,85.872887,3062000
2018-09-12,87.739998,88.489998,87.320000,88.129997,85.980202,2527900
2018-09-13,89.360001,89.690002,88.760002,89.349998,87.170441,2626100
2018-09-14,89.620003,89.889999,88.580002,89.290001,87.111908,1569900
2018-09-17,89.330002,89.849998,89.230003,89.800003,87.609467,1231500
2018-09-18,90.220001,90.650002,89.709999,90.160004,87.960693,1595000
2018-09-19,89.510002,90.300003,89.220001,89.930000,87.736298,1834100
2018-09-20,92.029999,92.220001,91.379997,91.930000,89.687508,1912700
2018-09-21,92.379997,92.720001,91.500000,92.040001,89.794823,1813700
2018-09-24,90.769997,91.010002,90.389999,90.510002,88.302155,1082100
2018-09-25,90.739998,90.919998,90.410004,90.510002,88.302155,1370000
2018-09-26,90.379997,90.419998,89.599998,89.669998,87.482635,1587000
2018-09-27,88.779999,88.910004,88.000000,88.099998,85.950935,2458300
2018-09-28,87.379997,87.769997,87.150002,87.570000,85.433861,2053300
2018-10-01,86.800003,87.070000,86.279999,86.540001,84.428993,1579800
2018-10-02,85.440002,86.080002,85.139999,85.820000,83.726555,2150100
2018-10-03,88.089996,88.900002,87.510002,87.610001,85.472885,2188900
2018-10-04,87.410004,87.440002,86.669998,87.059998,84.936302,1583600
2018-10-05,87.470001,87.559998,86.430000,86.650002,84.536308,1475000
2018-10-08,86.849998,87.209999,86.720001,87.059998,84.936302,1727400
2018-10-09,85.629997,86.940002,85.440002,86.589996,84.477768,1334300
2018-10-10,86.779999,86.919998,85.000000,85.010002,82.936310,1455900
2018-10-11,85.989998,86.089996,83.839996,84.339996,82.282654,2397200
2018-10-12,84.089996,84.570000,83.860001,84.339996,82.282654,1610400
2018-10-15,84.360001,85.199997,83.989998,84.629997,82.565582,1785400
2018-10-16,85.580002,85.720001,85.089996,85.430000,83.346062,1621800
2018-10-17,84.750000,84.839996,83.540001,83.709999,81.668022,1926200
2018-10-18,84.000000,84.300003,83.290001,83.419998,81.385101,1151900
2018-10-19,83.360001,84.349998,83.339996,83.860001,81.814369,1118700
2018-10-22,84.650002,84.650002,83.449997,83.459999,81.424126,1215100
2018-10-23,82.839996,82.889999,81.870003,82.220001,80.214371,2516800
2018-10-24,83.470001,83.519997,81.870003,82.250000,80.243637,2908000
2018-10-25,74.559998,75.160004,72.879997,74.540001,72.721710,9477200
2018-10-26,74.410004,75.089996,73.629997,74.080002,72.272934,3366800
2018-10-29,76.470001,76.500000,74.379997,74.860001,73.033905,2877200
2018-10-30,74.269997,74.610001,73.519997,74.339996,72.526588,2797200
2018-10-31,75.650002,75.720001,73.519997,73.980003,72.175377,2993500
2018-11-01,75.599998,76.820000,75.419998,76.680000,74.809509,1744100
2018-11-02,76.930000,76.989998,75.440002,76.510002,74.643654,1962100
2018-11-05,76.050003,76.629997,75.470001,75.970001,74.116829,1718700
2018-11-06,75.160004,75.949997,75.070000,75.919998,74.068047,1756700
2018-11-07,76.309998,77.000000,76.050003,76.639999,74.770485,1032800
2018-11-08,76.330002,76.400002,74.180000,74.610001,72.790001,1626000
2018-11-09,74.519997,74.720001,73.800003,74.620003,72.799767,1229000
2018-11-12,73.209999,73.680000,72.919998,73.199997,71.414391,1682700
2018-11-13,73.720001,74.080002,72.989998,73.209999,71.424156,2085700
2018-11-14,74.800003,77.330002,74.180000,76.599998,74.731461,4120200
2018-11-15,76.750000,77.650002,76.519997,77.230003,75.346092,3175900
2018-11-16,77.250000,79.400002,77.250000,78.849998,76.926575,3348800
2018-11-19,79.169998,79.279999,77.669998,78.300003,76.389999,1912800
2018-11-20,76.779999,77.169998,75.639999,76.089996,74.233894,1776000
2018-11-21,76.449997,77.019997,76.220001,76.540001,74.672928,1072200
2018-11-23,76.889999,77.000000,76.099998,76.160004,74.302200,446300
2018-11-26,75.699997,77.110001,75.650002,77.110001,75.229019,1897600
2018-11-27,75.400002,76.360001,74.870003,76.000000,75.034523,1691400
2018-11-28,75.959999,77.139999,75.800003,77.070000,76.090927,1314000
2018-11-29,77.029999,77.440002,76.639999,77.239998,76.258766,1181900
2018-11-30,77.400002,77.410004,76.209999,76.870003,75.893471,1287200
2018-12-03,76.930000,76.980003,75.309998,75.879997,74.916046,1400300
2018-12-04,75.849998,76.050003,74.169998,74.269997,73.326492,1639400
2018-12-06,72.589996,72.639999,71.099998,72.269997,71.351906,2816400
2018-12-07,71.680000,72.339996,70.379997,70.769997,69.870956,1886100
2018-12-10,71.129997,71.309998,70.120003,70.550003,69.653763,1523400
2018-12-11,71.059998,72.870003,69.230003,70.370003,69.476044,4454300
2018-12-12,71.480003,72.639999,71.309998,71.589996,70.680542,2285300
2018-12-13,71.650002,72.089996,71.010002,71.300003,70.394234,1516700
2018-12-14,70.690002,70.760002,69.650002,69.699997,68.814552,1267700
2018-12-17,69.559998,69.680000,67.949997,68.230003,67.363235,2271400
2018-12-18,69.269997,69.750000,68.379997,68.750000,67.876625,2297100
2018-12-19,69.250000,70.489998,68.480003,68.800003,67.925995,2175200
2018-12-20,69.150002,69.260002,67.300003,67.779999,66.918945,2118100
2018-12-21,67.209999,68.480003,66.230003,66.389999,65.546600,2695200
2018-12-24,66.250000,66.779999,65.000000,65.430000,64.598801,1495200
2018-12-26,65.430000,66.949997,64.650002,66.930000,66.079742,2087400
2018-12-27,65.480003,66.300003,64.550003,66.300003,65.457748,2371700
2018-12-28,66.529999,66.809998,65.320000,65.870003,65.033211,3348500
2018-12-31,65.629997,65.809998,64.800003,65.809998,64.973969,2113200
2019-01-02,65.150002,66.050003,64.989998,65.910004,65.072708,1820300
2019-01-03,66.260002,66.930000,66.220001,66.419998,65.576218,1495000
2019-01-04,67.169998,69.260002,67.120003,69.089996,68.212303,2097200
2019-01-07,68.540001,69.699997,68.500000,69.400002,68.518364,1646800
2019-01-08,70.459999,70.970001,70.089996,70.750000,69.851219,1512600
2019-01-09,69.900002,70.660004,69.820000,70.239998,69.347694,1597400
2019-01-10,69.739998,70.930000,69.389999,70.760002,69.861092,1191100
2019-01-11,72.699997,73.970001,71.919998,73.730003,72.793365,3835500
2019-01-14,72.830002,73.010002,72.120003,72.529999,71.608604,1565900
2019-01-15,72.169998,72.849998,71.980003,72.519997,71.598724,1215600
2019-01-16,71.080002,71.150002,70.150002,70.500000,69.604393,1792700
2019-01-17,70.930000,72.129997,70.910004,71.980003,71.065598,1150100
2019-01-18,73.139999,73.809998,72.860001,73.650002,72.714378,1975900
2019-01-22,72.980003,73.540001,72.529999,73.500000,72.566284,2634800
2019-01-23,73.610001,74.000000,73.320000,73.910004,72.971077,1808400
2019-01-24,73.779999,74.800003,73.739998,74.250000,73.306755,1952700
2019-01-25,74.540001,75.129997,74.320000,74.860001,73.909004,1268500
2019-01-28,73.300003,73.769997,72.870003,73.680000,72.743996,1500000
2019-01-29,73.779999,74.110001,73.599998,73.989998,73.050056,1360500
2019-01-30,74.320000,75.209999,74.239998,74.940002,73.987991,1042400
2019-01-31,75.489998,76.830002,75.269997,76.440002,75.468933,1485300
2019-02-01,76.500000,77.389999,76.360001,76.839996,75.863846,1400800
2019-02-04,76.889999,77.500000,76.699997,77.410004,76.426613,812400
2019-02-05,78.139999,79.209999,78.000000,78.860001,77.858192,1089800
2019-02-06,78.889999,79.000000,78.279999,78.300003,77.305305,968600
2019-02-07,76.870003,77.220001,76.480003,76.900002,75.923088,1479200
2019-02-08,75.580002,76.169998,75.430000,76.150002,75.182617,1480900
2019-02-11,76.190002,76.559998,76.110001,76.370003,75.399826,1175100
2019-02-12,75.470001,76.660004,75.470001,76.349998,75.380074,1348300
2019-02-13,77.790001,78.660004,77.680000,77.739998,76.752419,1646200
2019-02-14,76.779999,76.809998,75.230003,75.900002,74.935791,2109800
2019-02-15,77.150002,77.809998,76.879997,77.690002,76.703056,1243800
2019-02-19,76.459999,77.349998,76.250000,77.110001,76.130424,846600
2019-02-20,76.919998,78.599998,76.910004,77.680000,76.693184,992400
2019-02-21,77.470001,77.860001,77.160004,77.500000,76.515465,731900
2019-02-22,74.599998,75.099998,73.570000,75.040001,74.086716,3278700
2019-02-25,75.480003,75.669998,74.500000,74.860001,73.909004,2066800
2019-02-26,74.500000,75.419998,74.410004,75.199997,74.244682,1559000
2019-02-27,74.900002,75.080002,74.400002,74.720001,73.770782,1556000
2019-02-28,78.690002,78.889999,77.070000,78.160004,77.167084,3024800
2019-03-01,82.019997,82.949997,81.809998,81.959999,80.918808,4456100
2019-03-04,82.599998,82.629997,80.610001,81.779999,80.741096,2089000
2019-03-05,81.959999,82.589996,81.699997,82.199997,81.155754,1469200
2019-03-06,82.070000,82.449997,81.470001,82.129997,81.086647,1444300
2019-03-07,80.580002,80.739998,80.139999,80.360001,79.339134,1454400
2019-03-08,80.360001,80.860001,80.199997,80.580002,79.556343,794500
2019-03-11,80.809998,81.180000,80.419998,80.800003,79.773544,1156700
2019-03-12,81.260002,81.339996,80.620003,80.699997,79.674812,963600
2019-03-13,80.550003,80.870003,80.180000,80.730003,79.704437,841100
2019-03-14,80.059998,80.529999,79.629997,79.650002,78.638153,1247100
2019-03-15,81.169998,81.489998,80.860001,81.250000,80.217827,1573900
2019-03-18,81.910004,82.220001,81.660004,82.070000,81.027412,680400
2019-03-19,84.790001,84.959999,83.760002,83.870003,82.804550,2000400
2019-03-20,83.629997,84.000000,82.860001,83.430000,82.370132,1578400
2019-03-21,83.480003,83.970001,83.029999,83.919998,82.853905,842500
2019-03-22,82.099998,82.739998,80.739998,80.739998,79.714302,1554800
2019-03-25,80.000000,80.800003,79.919998,80.349998,79.329262,813600
2019-03-26,82.070000,82.250000,81.750000,82.029999,80.987915,915200
2019-03-27,83.120003,83.389999,81.879997,82.459999,81.412453,1770000
2019-03-28,82.279999,82.949997,82.099998,82.699997,81.649406,1065600
2019-03-29,83.739998,84.269997,83.550003,83.970001,82.903275,1094700
2019-04-01,83.559998,83.879997,83.370003,83.639999,82.577469,617200
2019-04-02,84.050003,84.500000,83.709999,84.180000,83.110603,600900
2019-04-03,83.820000,84.120003,83.500000,83.849998,82.784798,602400
2019-04-04,84.400002,85.129997,84.099998,84.989998,83.910316,1089000
2019-04-05,86.410004,86.919998,86.070000,86.320000,85.223419,1495700
2019-04-08,86.570000,86.570000,85.820000,86.059998,84.966721,721500
2019-04-09,86.150002,86.500000,86.000000,86.430000,85.332024,990400
2019-04-10,87.300003,87.370003,86.760002,87.230003,86.121864,965300
2019-04-11,87.760002,88.089996,87.500000,87.970001,86.852463,856300
2019-04-12,88.430000,88.690002,88.150002,88.540001,87.415222,1608300
2019-04-15,89.029999,89.180000,88.750000,89.110001,87.977974,680700
2019-04-16,89.089996,89.300003,88.650002,88.720001,87.592934,803200
2019-04-17,88.650002,88.699997,88.080002,88.330002,87.207886,1071800
2019-04-18,89.470001,90.019997,89.220001,89.959999,88.817177,1409200
2019-04-22,89.690002,90.470001,89.580002,89.599998,88.461754,970800
2019-04-23,88.559998,89.790001,88.500000,89.250000,88.116196,755500
2019-04-24,89.019997,89.129997,87.820000,88.209999,87.089409,1038400
2019-04-25,86.889999,87.019997,86.000000,86.639999,85.539352,1341700
2019-04-26,87.379997,87.629997,86.830002,87.580002,86.467415,920400
2019-04-29,87.349998,88.370003,87.269997,88.010002,86.891953,840400
2019-04-30,88.320000,89.199997,88.220001,88.940002,87.810143,625700
2019-05-01,88.559998,89.370003,87.599998,87.809998,86.694489,1667500
2019-05-02,88.400002,88.519997,87.180000,87.540001,86.427925,1363800
2019-05-03,88.099998,88.589996,87.690002,88.099998,86.980804,1070700
2019-05-06,87.000000,88.190002,86.870003,87.769997,86.654999,1137500
2019-05-07,85.070000,85.669998,83.769997,84.260002,84.260002,2062800
2019-05-08,84.650002,85.500000,84.470001,84.940002,84.940002,1058500
2019-05-09,83.519997,84.220001,83.040001,83.940002,83.940002,1033400
2019-05-10,84.070000,84.440002,83.300003,84.139999,84.139999,825800
2019-05-13,81.849998,82.830002,81.839996,82.730003,82.730003,1321400
2019-05-14,82.459999,83.519997,82.449997,83.010002,83.010002,879900
2019-05-15,82.250000,84.110001,82.230003,83.830002,83.830002,1637400
2019-05-16,83.029999,84.589996,83.000000,83.879997,83.879997,1233100
2019-05-17,83.279999,83.449997,82.480003,82.639999,82.639999,1147800
2019-05-20,81.800003,81.980003,80.790001,81.010002,81.010002,990100
2019-05-21,81.190002,81.360001,80.800003,81.000000,81.000000,1406500
2019-05-22,81.320000,82.870003,81.160004,82.620003,82.620003,1200000
2019-05-23,82.120003,82.610001,81.970001,82.300003,82.300003,1379900
2019-05-24,82.860001,83.089996,82.279999,82.760002,82.760002,828200
2019-05-28,82.870003,83.120003,82.250000,82.349998,82.349998,1122400
2019-05-29,81.349998,81.480003,80.570000,81.300003,81.300003,1500800
2019-05-30,81.889999,82.690002,81.870003,82.379997,82.379997,1169800
2019-05-31,80.339996,81.629997,80.080002,81.400002,81.400002,1819700
2019-06-03,81.389999,82.389999,81.010002,82.279999,82.279999,1409400
2019-06-04,83.660004,83.959999,83.169998,83.940002,83.940002,896000
2019-06-05,84.000000,84.059998,83.230003,83.269997,83.269997,1340200
2019-06-06,83.690002,84.139999,83.449997,84.099998,84.099998,953600
2019-06-07,85.410004,85.760002,84.949997,85.320000,85.320000,1174300
2019-06-10,85.650002,85.699997,85.160004,85.330002,85.330002,1029700
2019-06-11,85.870003,86.190002,85.360001,85.809998,85.809998,885800
2019-06-12,86.650002,87.000000,86.559998,86.800003,86.800003,701400
2019-06-13,86.330002,86.570000,85.519997,85.930000,85.930000,725100
2019-06-14,84.370003,84.830002,84.070000,84.180000,84.180000,814600
2019-06-17,83.989998,84.440002,83.849998,84.320000,84.320000,779000
2019-06-18,85.570000,87.260002,85.489998,86.870003,86.870003,2427100
2019-06-19,87.209999,88.260002,87.070000,87.919998,87.919998,944400
2019-06-20,89.720001,89.830002,89.059998,89.739998,89.739998,1871700
2019-06-21,89.639999,90.480003,89.430000,90.080002,90.080002,1226000
2019-06-24,89.930000,90.589996,89.830002,90.080002,90.080002,877500
2019-06-25,89.570000,89.699997,88.360001,88.400002,88.400002,1098100
2019-06-26,88.709999,88.709999,87.309998,87.370003,87.370003,897600
2019-06-27,87.180000,87.290001,86.400002,87.199997,87.199997,1107200
2019-06-28,88.220001,88.690002,88.120003,88.510002,88.510002,890500
2019-07-01,88.559998,88.820000,87.849998,88.430000,88.430000,1024900
2019-07-02,89.570000,90.820000,89.470001,90.650002,90.650002,1459900
